MSG,3,1,1,A01180,1,2018/07/16,01:02:05.403,2018/07/16,01:02:05.436,,7525,,,39.71786,-104.69861,,,,,,0
MSG,1,1,1,AC671B,1,2018/07/16,01:02:05.447,2018/07/16,01:02:05.488,DAL971  ,,,,,,,,,,,0
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.475,2018/07/16,01:02:05.494,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.476,2018/07/16,01:02:05.494,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.476,2018/07/16,01:02:05.495,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.477,2018/07/16,01:02:05.495,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.478,2018/07/16,01:02:05.495,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.479,2018/07/16,01:02:05.495,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.491,2018/07/16,01:02:05.540,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.492,2018/07/16,01:02:05.541,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.492,2018/07/16,01:02:05.541,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.493,2018/07/16,01:02:05.541,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.494,2018/07/16,01:02:05.541,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.495,2018/07/16,01:02:05.541,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.496,2018/07/16,01:02:05.542,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.501,2018/07/16,01:02:05.543,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.502,2018/07/16,01:02:05.543,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.503,2018/07/16,01:02:05.543,,9650,,,,,,,0,,0,
MSG,5,1,1,A5939C,1,2018/07/16,01:02:05.504,2018/07/16,01:02:05.544,,9650,,,,,,,0,,0,
MSG,5,1,1,A5E095,1,2018/07/16,01:02:05.568,2018/07/16,01:02:05.600,,11650,,,,,,,0,,0,
MSG,5,1,1,A5B916,1,2018/07/16,01:02:05.568,2018/07/16,01:02:05.600,,9650,,,,,,,0,,0,
MSG,3,1,1,AB7437,1,2018/07/16,01:02:05.663,2018/07/16,01:02:05.706,,35000,,,40.09442,-105.75240,,,,,,0
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:05.666,2018/07/16,01:02:05.707,,9650,,,,,,,0,,0,
MSG,3,1,1,AC671B,1,2018/07/16,01:02:05.687,2018/07/16,01:02:05.711,,34000,,,40.95401,-106.88953,,,,,,0
MSG,5,1,1,AD854A,1,2018/07/16,01:02:05.688,2018/07/16,01:02:05.711,,9650,,,,,,,0,,0,
MSG,5,1,1,A5ADD3,1,2018/07/16,01:02:05.688,2018/07/16,01:02:05.712,,10600,,,,,,,0,,0,
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.709,2018/07/16,01:02:05.759,,13975,,,,,,,0,,0,
MSG,5,1,1,A105E8,1,2018/07/16,01:02:05.732,2018/07/16,01:02:05.763,,12075,,,,,,,0,,0,
MSG,3,1,1,AA9ED6,1,2018/07/16,01:02:05.776,2018/07/16,01:02:05.816,,16775,,,40.18620,-105.16956,,,,,,0
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.816,2018/07/16,01:02:05.867,,13975,,,,,,,0,,0,
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.817,2018/07/16,01:02:05.868,,13975,,,,,,,0,,0,
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.818,2018/07/16,01:02:05.868,,13975,,,,,,,0,,0,
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.819,2018/07/16,01:02:05.868,,13975,,,,,,,0,,0,
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.820,2018/07/16,01:02:05.868,,13975,,,,,,,0,,0,
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:05.832,2018/07/16,01:02:05.871,,13975,,,,,,,0,,0,
MSG,1,1,1,AA9ED6,1,2018/07/16,01:02:05.856,2018/07/16,01:02:05.876,SWA4375 ,,,,,,,,,,,0
MSG,3,1,1,A5939C,1,2018/07/16,01:02:05.953,2018/07/16,01:02:05.982,,9650,,,39.46564,-104.77148,,,,,,0
MSG,3,1,1,A105E8,1,2018/07/16,01:02:06.105,2018/07/16,01:02:06.144,,12050,,,39.91269,-104.80551,,,,,,0
MSG,3,1,1,AC671B,1,2018/07/16,01:02:06.122,2018/07/16,01:02:06.148,,34000,,,40.95374,-106.89050,,,,,,0
MSG,3,1,1,AB7437,1,2018/07/16,01:02:06.173,2018/07/16,01:02:06.202,,35000,,,40.09502,-105.75079,,,,,,0
MSG,3,1,1,AA9ED6,1,2018/07/16,01:02:06.306,2018/07/16,01:02:06.358,,16775,,,40.18579,-105.16888,,,,,,0
MSG,5,1,1,AC671B,1,2018/07/16,01:02:06.312,2018/07/16,01:02:06.360,,34000,,,,,,,0,,0,
MSG,5,1,1,A83E63,1,2018/07/16,01:02:06.326,2018/07/16,01:02:06.363,,40025,,,,,,,0,,0,
MSG,5,1,1,AAC886,1,2018/07/16,01:02:06.354,2018/07/16,01:02:06.369,,16375,,,,,,,0,,0,
MSG,3,1,1,A5939C,1,2018/07/16,01:02:06.433,2018/07/16,01:02:06.471,,9650,,,39.46564,-104.77016,,,,,,0
MSG,5,1,1,A5741D,1,2018/07/16,01:02:06.471,2018/07/16,01:02:06.523,,18325,,,,,,,0,,0,
MSG,3,1,1,AC671B,1,2018/07/16,01:02:06.612,2018/07/16,01:02:06.638,,34000,,,40.95335,-106.89198,,,,,,0
MSG,5,1,1,AB7437,1,2018/07/16,01:02:06.625,2018/07/16,01:02:06.641,,35025,,,,,,,0,,0,
MSG,3,1,1,AB7437,1,2018/07/16,01:02:06.743,2018/07/16,01:02:06.796,,35000,,,40.09558,-105.74928,,,,,,0
MSG,3,1,1,AA9ED6,1,2018/07/16,01:02:06.776,2018/07/16,01:02:06.803,,16750,,,40.18520,-105.16794,,,,,,0
MSG,3,1,1,A5939C,1,2018/07/16,01:02:06.844,2018/07/16,01:02:06.861,,9650,,,39.46564,-104.77016,,,,,,0
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.909,2018/07/16,01:02:06.960,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.910,2018/07/16,01:02:06.960,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.910,2018/07/16,01:02:06.960,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.911,2018/07/16,01:02:06.960,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.912,2018/07/16,01:02:06.961,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.913,2018/07/16,01:02:06.961,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.918,2018/07/16,01:02:06.962,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.921,2018/07/16,01:02:06.963,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.922,2018/07/16,01:02:06.963,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.922,2018/07/16,01:02:06.963,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.923,2018/07/16,01:02:06.963,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.934,2018/07/16,01:02:06.966,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.935,2018/07/16,01:02:06.966,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.936,2018/07/16,01:02:06.966,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.937,2018/07/16,01:02:06.966,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.938,2018/07/16,01:02:06.967,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.950,2018/07/16,01:02:06.969,,9650,,,,,,,0,,0,
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:06.966,2018/07/16,01:02:07.015,,9650,,,,,,,0,,0,
MSG,3,1,1,AC671B,1,2018/07/16,01:02:07.052,2018/07/16,01:02:07.076,,34000,,,40.95312,-106.89298,,,,,,0
MSG,3,1,1,A9EC06,1,2018/07/16,01:02:07.105,2018/07/16,01:02:07.131,,36000,,,41.33164,-104.92255,,,,,,0
MSG,5,1,1,AC85EE,1,2018/07/16,01:02:07.163,2018/07/16,01:02:07.185,,20950,,,,,,,0,,0,
MSG,3,1,1,AB7437,1,2018/07/16,01:02:07.253,2018/07/16,01:02:07.291,,35000,,,40.09600,-105.74821,,,,,,0
MSG,3,1,1,A5939C,1,2018/07/16,01:02:07.265,2018/07/16,01:02:07.294,,9650,,,39.46568,-104.76880,,,,,,0
MSG,3,1,1,AA9ED6,1,2018/07/16,01:02:07.346,2018/07/16,01:02:07.397,,16725,,,40.18456,-105.16699,,,,,,0
MSG,3,1,1,ABDC56,1,2018/07/16,01:02:07.520,2018/07/16,01:02:07.563,,36000,,,40.94414,-105.87506,,,,,,0
MSG,3,1,1,AC671B,1,2018/07/16,01:02:07.527,2018/07/16,01:02:07.564,,34000,,,40.95277,-106.89417,,,,,,0
MSG,5,1,1,A41CC4,1,2018/07/16,01:02:07.587,2018/07/16,01:02:07.619,,45000,,,,,,,0,,0,
MSG,3,1,1,A9EC06,1,2018/07/16,01:02:07.615,2018/07/16,01:02:07.669,,36000,,,41.33107,-104.92395,,,,,,0
MSG,3,1,1,A5939C,1,2018/07/16,01:02:07.693,2018/07/16,01:02:07.728,,9650,,,39.46568,-104.76868,,,,,,0
MSG,3,1,1,AB7437,1,2018/07/16,01:02:07.753,2018/07/16,01:02:07.784,,35000,,,40.09657,-105.74664,,,,,,0
MSG,5,1,1,AC671B,1,2018/07/16,01:02:07.812,2018/07/16,01:02:07.840,,34000,,,,,,,0,,0,
MSG,3,1,1,3C4AB4,1,2018/07/16,01:02:07.841,2018/07/16,01:02:07.889,,33000,,,40.94618,-105.64050,,,,,,0
MSG,5,1,1,A5B916,1,2018/07/16,01:02:07.924,2018/07/16,01:02:07.950,,9650,,,,,,,0,,0,
MSG,1,1,1,A5B916,1,2018/07/16,01:02:07.944,2018/07/16,01:02:07.997,UAL1040 ,,,,,,,,,,,0
MSG,3,1,1,AC671B,1,2018/07/16,01:02:08.092,2018/07/16,01:02:08.114,,34000,,,40.95247,-106.89541,,,,,,0
MSG,5,1,1,AB30F0,1,2018/07/16,01:02:08.128,2018/07/16,01:02:08.165,,9650,,,,,,,0,,0,
MSG,3,1,1,AB7437,1,2018/07/16,01:02:08.153,2018/07/16,01:02:08.170,,35000,,,40.09698,-105.74561,,,,,,0
MSG,5,1,1,AA70DC,1,2018/07/16,01:02:08.173,2018/07/16,01:02:08.218,,13925,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.218,2018/07/16,01:02:08.270,,9650,,,,,,,0,,0,
MSG,5,1,1,A5741D,1,2018/07/16,01:02:08.444,2018/07/16,01:02:08.490,,18325,,,,,,,0,,0,
MSG,3,1,1,AC671B,1,2018/07/16,01:02:08.512,2018/07/16,01:02:08.547,,34000,,,40.95213,-106.89667,,,,,,0
MSG,1,1,1,ABBBAE,1,2018/07/16,01:02:08.542,2018/07/16,01:02:08.597,UAL809  ,,,,,,,,,,,0
MSG,5,1,1,A4491F,1,2018/07/16,01:02:08.561,2018/07/16,01:02:08.601,,35000,,,,,,,0,,0,
MSG,3,1,1,AC45AC,1,2018/07/16,01:02:08.732,2018/07/16,01:02:08.766,,33000,,,39.93870,-104.28728,,,,,,0
MSG,3,1,1,AB7437,1,2018/07/16,01:02:08.733,2018/07/16,01:02:08.767,,35000,,,40.09777,-105.74347,,,,,,0
MSG,5,1,1,AB7437,1,2018/07/16,01:02:08.757,2018/07/16,01:02:08.771,,35000,,,,,,,0,,0,
MSG,3,1,1,A4491F,1,2018/07/16,01:02:08.777,2018/07/16,01:02:08.819,,35000,,,40.45231,-107.04210,,,,,,0
MSG,3,1,1,A5DB2C,1,2018/07/16,01:02:08.873,2018/07/16,01:02:08.925,,36000,,,38.64093,-105.49950,,,,,,0
MSG,1,1,1,AB7437,1,2018/07/16,01:02:08.883,2018/07/16,01:02:08.928,ASA1416 ,,,,,,,,,,,0
MSG,1,1,1,AC45AC,1,2018/07/16,01:02:08.887,2018/07/16,01:02:08.928,DAL2817 ,,,,,,,,,,,0
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.948,2018/07/16,01:02:08.985,,9650,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.949,2018/07/16,01:02:08.985,,9650,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.949,2018/07/16,01:02:08.985,,9650,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.950,2018/07/16,01:02:08.985,,9650,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.951,2018/07/16,01:02:08.985,,9650,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.952,2018/07/16,01:02:08.986,,9650,,,,,,,0,,0,
MSG,5,1,1,AD854A,1,2018/07/16,01:02:08.953,2018/07/16,01:02:08.986,,9650,,,,,,,0,,0,
