MSG,8,1,1,AAA1BB,1,2018/07/15,20:44:47.006,2018/07/15,20:44:47.057,,,,,,,,,,,,0
MSG,7,1,1,AB84AB,1,2018/07/15,20:44:47.008,2018/07/15,20:44:47.058,,33975,,,,,,,,,,
MSG,7,1,1,AB84AB,1,2018/07/15,20:44:47.010,2018/07/15,20:44:47.058,,33975,,,,,,,,,,
MSG,4,1,1,A21ED4,1,2018/07/15,20:44:47.030,2018/07/15,20:44:47.062,,,473,133,,,0,,,,,0
MSG,8,1,1,C023C7,1,2018/07/15,20:44:47.039,2018/07/15,20:44:47.064,,,,,,,,,,,,0
MSG,3,1,1,A187BA,1,2018/07/15,20:44:47.039,2018/07/15,20:44:47.064,,34000,,,40.05363,-106.09058,,,,,,0
MSG,3,1,1,A507B7,1,2018/07/15,20:44:47.046,2018/07/15,20:44:47.066,,8650,,,39.45069,-104.94580,,,,,,0
MSG,3,1,1,AA8647,1,2018/07/15,20:44:47.047,2018/07/15,20:44:47.066,,10300,,,39.93105,-104.95404,,,,,,0
MSG,4,1,1,A9A7D0,1,2018/07/15,20:44:47.048,2018/07/15,20:44:47.066,,,418,284,,,0,,,,,0
MSG,8,1,1,AA28F2,1,2018/07/15,20:44:47.048,2018/07/15,20:44:47.066,,,,,,,,,,,,0
MSG,8,1,1,A99824,1,2018/07/15,20:44:47.055,2018/07/15,20:44:47.111,,,,,,,,,,,,0
MSG,7,1,1,AB4B34,1,2018/07/15,20:44:47.055,2018/07/15,20:44:47.111,,36000,,,,,,,,,,
MSG,7,1,1,AE145A,1,2018/07/15,20:44:47.058,2018/07/15,20:44:47.112,,36000,,,,,,,,,,
MSG,8,1,1,A21ED4,1,2018/07/15,20:44:47.060,2018/07/15,20:44:47.112,,,,,,,,,,,,0
MSG,8,1,1,A98219,1,2018/07/15,20:44:47.060,2018/07/15,20:44:47.112,,,,,,,,,,,,0
MSG,8,1,1,AB84AB,1,2018/07/15,20:44:47.064,2018/07/15,20:44:47.113,,,,,,,,,,,,0
MSG,7,1,1,A99824,1,2018/07/15,20:44:47.069,2018/07/15,20:44:47.114,,47000,,,,,,,,,,
MSG,7,1,1,A6EC95,1,2018/07/15,20:44:47.082,2018/07/15,20:44:47.117,,42550,,,,,,,,,,
MSG,7,1,1,A8C6DD,1,2018/07/15,20:44:47.084,2018/07/15,20:44:47.117,,32550,,,,,,,,,,
MSG,7,1,1,A8C6DD,1,2018/07/15,20:44:47.086,2018/07/15,20:44:47.118,,32550,,,,,,,,,,
MSG,8,1,1,A31F5F,1,2018/07/15,20:44:47.088,2018/07/15,20:44:47.118,,,,,,,,,,,,0
MSG,7,1,1,A21ED4,1,2018/07/15,20:44:47.090,2018/07/15,20:44:47.119,,35000,,,,,,,,,,
MSG,1,1,1,A21ED4,1,2018/07/15,20:44:47.090,2018/07/15,20:44:47.119,ASA788  ,,,,,,,,,,,0
MSG,8,1,1,AB84AB,1,2018/07/15,20:44:47.091,2018/07/15,20:44:47.119,,,,,,,,,,,,0
MSG,4,1,1,A32437,1,2018/07/15,20:44:47.094,2018/07/15,20:44:47.122,,,310,351,,,-64,,,,,0
MSG,7,1,1,AA28F2,1,2018/07/15,20:44:47.095,2018/07/15,20:44:47.122,,40000,,,,,,,,,,
